"id","name","address","phone","url","latitude","longitude","cfkids"
"40","CrossFit North Burlington","1151 Heritage Rd, Burlington, ON, L7L 4Y1, Canada","(289) 208-5348","http://crossfitnorthburlington.ca/","43.3776","-79.7853","false"
"41","CrossFit Mainz","Ober-Saulheimerstr. 24, Wörrstadt, , 55286, Germany","+49 177 797 2025","http://www.crossfit-mainz.de/","49.8536","8.1232","true"
"42","CrossFit Hyperion","1983 W. 680 N. #5, Pleasant Grove, UT, 84062, United States","(801) 372-0323","http://www.crossfithyperion.com/","40.3711","-111.7686","false"
"43","CrossFit West Dublin","Unit 6C, Celbridge, Co. Dublin, , Ireland","(086) 021-7333","http://www.crossfitwestdublin.com/","53.342","-6.5185","true"
"44","CrossFit Corpo Forte","7908 88th Ave, Edmonton, AB, T6C1K9, Canada","(780) 893-7424","false","53.5237","-113.4495","false"
"45","null",", null, , , null","null","false","18.418","-66.0672","true"
"46","null",", null, , , null","null","false","30.3473","-97.6721","true"
"47","null",", null, , , null","null","false","33.1407","-117.2218","true"
"48","null",", null, , , null","null","false","51.8757","-4.9392","true"
"49","CrossFit SEO","8470 Windfall Ridge Rd., Athens, OH, 45701, United States","(740) 591-0735","http://www.crossfitseo.com","39.3206","-82.0054","true"
"50","null",", null, , , null","null","false","41.4788","-72.8215","true"
"54","CrossFit Zachary","3204 Highway 19, Zachary, LA, 70791, United States","(225) 255-0815","http://www.crossfitzachary.com/","30.6525","-91.1497","true"
"55","null",", null, , , null","null","false","35.4617","-97.657","true"
"56","CrossFit Pampa","201 N. Wells, Pampa, TX, 79065, United States","(806) 662-1264","http://www.crossfitpampa.com/","35.5318","-100.9775","true"
"57","Be Challenged CrossFit","4795 Us Hwy 96 N Unit 2, Silsbee, TX, 77656, United States","(409) 656-4243","http://www.bechallengedcrossfit.com/","30.3571","-94.1258","true"
"58","CrossFit 919","2500 Meridian Parkway, Suite 125, Durham, NC, 27713, United States","(919) 656-4503","http://www.crossfit919.com","35.9114","-78.894","false"
"59","Helotes CrossFit","12266 Bandera Road #301, Helotes, TX, 78023, United States","(210) 618-1997","http://www.helotescrossfit.com/","29.559","-98.6722","false"
"60","Reebok CrossFit Turku","Virusmäentie, Turku, Varsinais-Suomi, 20100, Finland","+358405749628","http://www.crossfitturku.fi/","60.4664","22.2793","true"
"64","null",", null, , , null","null","false","-34.0353","150.7541","true"
"65","Reebok CrossFit YUL","78c Brunswick Blvd., Dollard-Des-Ormeaux, QC, H9B 2C5, Canada","(438) 884-8202","http://reebokcrossfityul.com/","45.4782","-73.8072","false"
"66","CrossFit Faction","Harrison Street Unit 5a, Golden Triable Industrial Estate, Widnes, Halton, WA8 8TN, United Kingdom","07923391312","http://www.crossfitfaction.co.uk/","53.355","-2.7677","false"
"68","null",", null, , , null","null","false","49.8856","-97.1075","true"
"72","CrossFit Reebok 020","Hoogoorddreef 3, Amsterdam, Amsterdam, 1101 BA, Netherlands","(020) 609-0410","http://www.reebokcrossfit020.nl/","52.3102","4.9472","false"
"75","null",", null, , , null","null","false","28.1866","-82.3657","true"
"76","Rock Jungle CrossFit","10247 - 184 Street, Edmonton, AB, T5S2J4, Canada","(780) 454-7625","http://www.rockjunglefitness.com/Rock_Jungle_CrossFit/","53.5452","-113.639","false"
"77","CrossFit 904","11366 Trade Court, Suite 4, Jacksonville, FL, 32256, United States","(904) 866-0558","http://www.crossfit904.com","30.164","-81.5318","false"
"78","CrossFit Blur","8175 E Raintree Dr Suite 2, Scottsdale, AZ, 85260, United States","(715) 495-0086","http://www.crossfitblur.com","33.6187","-111.9046","false"
"80","CrossFit Murray","915 Arcadia Circle, Murray, KY, 42071, United States","(270) 761-3809","http://crossfitmurray.blogspot.com/","36.6192","-88.3119","true"
"81","Physics CrossFit","7-3809 St-Joseph Blvd., Ottawa, ON, K1C 1T1, Canada","(819) 205-2665","http://physicscrossfit.com/","45.4605","-75.5564","false"
"82","Range of Motion CrossFit","2/27 Collingwood Street, Osborne Park, Perth, WA, 6017, Australia","(041) 598-4921","http://rangeofmotion.net.au/crossfit","-31.9016","115.8148","false"
"83","null",", null, , , null","null","false","32.7431","-117.2486","true"
"84","null",", null, , , null","null","false","36.3293","-119.2866","true"
"85","null",", null, , , null","null","false","27.9611","-81.9628","true"
"86","null",", null, , , null","null","false","47.6637","-122.1048","true"
"88","CrossFit Lugo","Via Puccini n°1, Lugo (Ra), Italy, , Italy","(335) 668-4815","http://crossfitlugo.blogspot.com/","44.4253","11.9028","false"
"89","CrossFit Hinesville","1875 EG Miles Parkway, Hinesville, GA, 31313, United States","(912) 385-3837","http://www.crossfithinesville.com/","31.8469","-81.5959","false"
"91","CrossFit Pace Performance","41 John Street, Babylon, NY, 11702, United States","(631) 521-9158","http://paceperformance.net/","40.6715","-73.4204","true"
"92","CrossFit Credence","3020 Broadway Ave. N, Rochester, MN, 55906, United States","(507) 261-7696","http://CrossFitcredence.com","44.0439","-92.4593","true"
"93","CrossFit 7220","411 S. 20th Street, Laramie, WY, 82070, United States","(307) 760-3132","http://crossfit7220.com/","41.3087","-105.5689","true"
"94","FTX CrossFit","1010 W. Geneva RD, Wheaton, IL, 60187, United States","(630) 981-4964","http://www.ftxcrossfit.com/","41.8878","-88.122","false"
"98","CrossFit Minotaure","1999 Nobel #3, Sainte-Julie, QC, J3E 1Z7, Canada","(514) 266-6191","http://www.crossfitminotaure.ca/","45.578","-73.3267","true"
"99","CrossFit DGA","709 Firetower Rd, Dublin, GA, 31021, United States","(478) 290-8885","http://crossfitdga.com/","32.487","-82.9217","false"
"100","null",", null, , , null","null","false","43.7725","-79.6116","true"
"101","Deka CrossFit","74 boul. de la Seigneurie unit 11, Blainville, QC, J7C 4N1, Canada","(450) 806-3352","http://www.dekacrossfit.com/","45.6741","-73.8611","true"
"106","CrossFit Westgate","1/60 Ablemarle Street, Williamstown North, VIC, 3016, Australia","(041) 555-1445","http://www.crossfitwestgate.com.au/","-37.8502","144.8594","false"
"110","null",", null, , , null","null","false","37.3162","-121.8319","true"
"112","CrossFit Kalos Sthenos","26620 Valley Center Dr, #105, Canyon Country, CA, 91351, United States","(661) 373-7430","http://www.crossfitkalossthenos.com/","34.4209","-118.504","true"
"113","null",", null, , , null","null","false","25.5932","-80.367","true"
"114","CrossFit 616","2430 Turner Avenue, Suite A, Grand Rapids, MI, 49544, United States","(616) 780-8595","http://www.crossfit616.com/","43.0076","-85.6782","false"
"116","CrossFit Maitland","219 High Street, Maitland, NSW, 2320, Australia","(042) 944-3204","http://www.crossfitmaitland.com.au/","-32.7396","151.562","true"
"117","CrossFit Wilson","2804 Forest Hills Rd, Wilson, NC, 27893, United States","(252) 230-7823","http://www.crossfitwilson.com/","35.709","-77.9525","true"
"118","CrossFit Jerusalem","George Washington Street 6, Jerusalem, Israel, 91002, Israel","(011-972) 54-5250576","http://www.crossfitjerusalem.com/","31.7525","35.2166","false"
"119","CrossFit Chatswood","31/28 Barcoo St., Chatswood, NSW, 2069, Australia","(042) 105-6635","http://www.crossfitchatswood.com/","-33.7898","151.2026","true"
"121","CrossFit 417","5108 N 22nd Street, Ozark, MO, 65721, United States","(417) 380-3195","http://www.crossfit417.com/","37.0631","-93.2326","false"
"122","Gardens CrossFit","4098 PGA Blvd, Palm Beach Gardens, FL, 33410, United States","(561) 630-3118","http://www.gardenscrossfit.com/","26.8424","-80.0988","true"
"123","CrossFit LBC","212 Bristol Pike, Bristol, PA, 19007, United States","(610) 849-6448","http://www.crossfitlbc.com/","40.1089","-74.8568","false"
"124","CrossFit Explosion","18039 SW Lower Boones Ferry Rd, Portland, OR, 97224, United States","(503) 995-4905","http://www.crossfitexplosionpdx.com/","45.392","-122.7508","false"
"125","Cannon CrossFit","5907 Star Lane, Houston, TX, 77057, United States","(309) 275-3036","http://www.cannoncrossfit.com/","29.7271","-95.4826","false"
"126","CrossFit Train","2031 Bryant Street, Denver, CO, 80211, United States","(720) 537-1433","http://www.crossfittrain.com/","39.775","-105.0209","false"
"127","null",", null, , , null","null","false","35.2384","-91.7205","true"
"128","CrossFit SA1","Unit 17, SA1 Business Park
Langdon Road, Swansea, Wales, SA1 8QY, United Kingdom","07595520601","http://www.crossfit-sa1.com/","51.6203","-3.922","false"
"129","null",", null, , , null","null","false","41.8278","-90.2332","true"
"131","CrossFit North Pasadena","3636 E. Colorado Blvd., Pasadena, CA, 91107, United States","(626) 617-6037","http://www.crossfitnorthpasadena.com/","34.1459","-118.0753","true"
"135","CrossFit Harford","1809 Fashion Ct. Suite 102, Joppa, MD, 21085, United States","(443) 456-6405","http://www.crossfitharford.com","39.444","-76.3211","false"
"136","CrossFit Napoli","Via Francesco Paolo Tosti 16, Napoli, Italy, 80100, Italy","+393381940776","http://www.crossfitnapoli.com/","40.844","14.2201","true"
"137","null",", null, , , null","null","false","30.7546","-86.5764","true"
"138","null",", null, , , null","null","false","54.1314","-108.4309","true"
"139","CrossFit 2232","1131 Main Street, Bryson City, NC, 28713, United States","(828) 736-3620","http://www.crossfit2232.com","35.4326","-83.4305","true"
"140","Hardbat CrossFit","70 Aleph Drive, Suite B, Newark, DE, 19702, United States","(484) 256-0465","http://www.hardbatcrossfit.com/","39.6446","-75.729","false"
"142","Rocket CrossFit","5720 Rainier Ave. S, Seattle, WA, 98118, United States","(206) 853-9181","http://www.rocketcrossfit.com/","47.5506","-122.2773","false"
"143","CrossFit Diamond Valley","1b 266 Bolton Street, Melbourne, VIC, 3095, Australia","+61 0412237344","http://crossfitdiamondvalley.com/","-37.7204","145.1381","true"
"144","CrossFit Conway","1195 South Harkrider Street, Conway, AR, 72032, United States","(501) 514-1375","http://www.crossfitconway.com/","35.0592","-92.425","false"
"146","null",", null, , , null","null","false","25.8992","-80.1656","true"
"148","CrossFit Evoke","6925 Farmdale Ave, North Hollywood, CA, 91605, United States","(818) 764-1392","http://www.crossfitevoke.com/","34.1971","-118.3812","false"
"149","RDAS CrossFit","Tweedside Park. Unit 8F, Tweedbank, Galashiels, TD1 3TD, United Kingdom","00447903239768","http://www.rdasgym.co.uk/","55.5468","-2.8414","false"
"150","CrossFit MTS","Unit 10, 27 Beaverhall Road, Edinburgh, Scotland, EH7 4JE, United Kingdom","0131 557 0520","http://crossfitmts.co.uk/","55.966","-3.1931","true"
"151","null",", null, , , null","null","false","45.7134","-73.9326","true"
"152","GETFIT CrossFit","Lot 19990, Ground Floor, Taman Alam
Jalan Telanai, Beribi Gadong, Brunei Darussalam, BE1118, Brunei Darussalam","+6738870996","http://getfitcrossfit.com/","4.8786","114.893","false"
"155","null",", null, , , null","null","false","45.73","-73.6771","true"
"161","CrossFit QDA","391 Washington Street, Buffalo, NY, 14203, United States","(716) 553-6003","https://qdathletics.com/","43.0225","-78.8768","true"
"162","CrossFit Sudbury","1351-E Kelly Lake Rd. Unit 7, Sudbury, ON, P3E 5P4, Canada","(705) 521-4790","http://www.crossfitsudbury.com/","46.4649","-81.0299","true"
"164","CrossFit Novem","1735 Howard Street, Philadelphia, PA, 19122, United States","(215) 291-2968","http://www.crossfitnovem.com","39.9763","-75.1349","false"
"165","Reebok CrossFit Almere","Televisieweg 64, Almere, Flevoland, 1322 AM, Netherlands","+31614377930","http://www.crossfitalmere.nl/","52.35","5.1805","true"
"166","null",", null, , , null","null","false","41.8047","-88.3255","true"
"167","XS CrossFit","6522 E Ponderosa Drive, Parker, CO, 80138, United States","(303) 910-0833","http://xscrossfit.com/","39.5399","-104.766","true"
"168","CrossFit 3000 South Melbourne","82-86 Clark Street, South Melbourne, VIC, 3205, Australia","+61401015711","http://crossfit3000.com/","-37.8301","144.9604","true"
"171","null",", null, , , null","null","false","39.4819","-76.6456","true"
"173","Eternity CrossFit","32242 Paseo Adelanto, Suite E, San Juan Capistrano, CA, 92675, United States","(949) 291-7314","http://www.eternitycrossfit.com/pages/home","33.4937","-117.6645","true"
"174","CrossFit South Rockland","37 West Jefferson Ave., Pearl River, NY, 10965, United States","(845) 825-2230","http://www.amrapfitness.com/","41.0567","-74.0231","true"
"175","CrossFit True","11 Overlook Dr, Hamden, CT, 06514, United States","(203) 448-7745","http://www.true-athletics.com/","41.3999","-72.9198","false"
"177","Fuerza CrossFit","Calle 83 #28A-05 Bodega #2, Barrio El Trebol, Manizales, Caldas, , Colombia","011575860003","http://fuerzacrossfit.com/","5.0703","-75.5138","false"
"178","CrossFit 6330","70 Lion St, Albany, WA, 6330, Australia","(089) 842-2762","http://crossfit6330.com.au/","-35.0053","117.8722","true"
"179","Reebok CrossFit Loreto","San Jeronimo 240; Col. Loreto y campamento; Del. Alvaro Obregon, Mexico City, DF, D.F. C.P. 01000, Mexico","01 55 53 39 56 74","false","19.3356","-99.1977","false"
"180","CrossFit Industrious","21609 Hwy 99 Ste C, Lynnwood, WA, 98036, United States","(206) 755-6290","http://www.crossfitindustrious.com","47.803","-122.3293","true"
"181","C4 CrossFit","20527 FM 1093, #C6, Richmond, TX, 77407, United States","(713) 254-6866","http://c4crossfit.com/","29.7024","-95.7403","true"
"182","CrossFit Athletic Academy","1720 Church Street, Holbrook, NY, 11741, United States","(631) 334-7893","false","40.7704","-73.0688","true"
"183","CrossFit Lewisburg","532 N. Derr Drive, Lewisburg, PA, 17837, United States","(570) 412-1412","http://www.crossfitlewisburg.com","40.9654","-76.8944","true"
"184","null",", null, , , null","null","false","-33.7549","151.2905","true"
"185","CrossFit North Arlington","608 E. Front St., Arlington, TX, 76011, United States","(214) 215-5393","http://crossfitnortharlington.com/","32.7375","-97.1013","false"
"187","CrossFit of Fremont","37330 Cedar Boulevard, Newark, CA, 94560, United States","(510) 745-7404","http://www.CrossFitoffremont.com","37.5552","-122.0096","false"
"190","CrossFit Montgomery","41 East Railroad Street, Montgomery, AL, 36104, United States","(877) 907-4141","http://www.crossfitmontgomery.com/","32.3858","-86.3098","false"
"191","New London CrossFit","436 Broad Street, Unit B, New London, CT, 06320, United States","(203) 927-0025","http://www.newlondoncrossfit.com","41.3627","-72.1151","false"
"194","Letrono CrossFit","1754 South 750 West, Syracuse, UT, 84075, United States","(801) 294-6777","http://www.letronocrossfit.com/","41.0884","-112.0408","false"
"195","CrossFit Silver Tiger"," 50 Parker Road, Wakerfield, MA, 01880, United States","(781) 486-3831","http://crossfitsilvertiger.com/","42.384","-71.0708","false"
"196","CrossFit Takeover","1461 London Bridge Road, Virginia Beach, VA, 23453, United States","(310) 972-0995","http://www.crossfittakeover.com/","36.7898","-76.0646","false"
"197","CrossFit Hub","50 Playfair Rd, #01-01/02, Singapore, , 367995, Singapore","84223062","http://www.CrossFitHub.com","1.3343","103.8867","false"
"198","NHB CrossFit","414 W Grand Parkway South, Suite 197, Katy, TX, 77494, United States","(281) 838-4034","https://www.nhbcrossfit.com/","29.7753","-95.7789","false"
"199","District CrossFit","1525 Half St. SW, Washington, DC, 32034, United States","(202) 507-8255","http://www.DistrictCrossFit.com","38.8712","-77.0111","false"
"200","High Altitude CrossFit","336 Spring Creek Circle, Unit 1, Gypsum, CO, 81637, United States","(970) 343-9040","http://www.highaltitudecrossfit.com","39.6344","-106.9161","true"
"201","CrossFit Avon","Unit 15, Merton Road, Bristol, Bristol, BS7 8TL, United Kingdom","07970 493643","http://www.crossfitavon.com/","51.4826","-2.5869","false"
"203","CrossFit Norfolk","9309 Granby Street, Norfolk, VA, 23503, United States","(757) 375-9291","http://www.crossfitoceanview.com","36.946","-76.2594","false"
"204","CrossFit Liverpool","Unit 18-19 Love Lane, Liverpool, England, L3 7DD, United Kingdom","07407154901","http://crossfitliverpool.blogspot.com/","53.417","-2.9947","false"
"205","CrossFit Steele Creek","9301 Forsyth Park Drive, Suite C, Charlotte, NC, 28273, United States","(704) 714-7775","http://CrossFitSteeleCreek.com","35.136","-80.9533","true"
"206","null",", null, , , null","null","false","39.2965","-81.5497","true"
"207","CrossFit Hybrid Athletics Bridgeport","1434 State Street, Bridgeport, CT, 06605, United States","(203) 913-5228","http://Hybridathletics.net","41.1702","-73.2106","true"
"210","Celtic CrossFit","Unit 19 Queensway Meadows Industrial Estate, Estuary Road, Newport Gwent, South Wales, NP19 4SP, United Kingdom","07866 721175","http://www.celticcrossfit.co.uk","51.5725","-2.9465","false"
"211","TC Total CrossFit","765 Duell Road, Traverse City, MI, 49686, United States","(231) 409-7960","http://www.tctotalcrossfit.com/","44.7319","-85.5908","true"
"212","CrossFit Sonora","18901 Microtronics Way, Sonora, CA, 95370, United States","(209) 352-5575","http://www.crossfitsonora.com","37.9613","-120.3213","true"
"213","Tamalpais CrossFit","555 E. Francisco Blvd, Suite 19 & 20, San Rafael, CA, 94901, United States","(415) 948-8453","http://www.tamcrossfit.com","37.9658","-122.5151","false"
"217","CrossFit Ben Nevis","unit 11, Ben Nevis Estate, fort william, Scotland, ph33 6pr, United Kingdom","0447979645798","http://www.fitnessculture.co.uk","56.8251","-5.0852","false"
"219","CrossFit Kennesaw","1349 Old 41 Hwy., Marietta, GA, 30060, United States","(404) 931-8773","http://www.crossfitkennesaw.com","33.9786","-84.564","true"
"220","CrossFit Vitality","8230 Poplar Tent Road, Concord, NC, 28027, United States","(704) 721-5555","http://www.crossfitvitality.com","35.409","-80.7148","true"
"222","CrossFit Forward","5933 Plank Road, Suite J, Fredericksburg, VA, 22407, United States","(540) 226-9560","http://www.crossfitforward.com/","38.2933","-77.5792","true"
"223","CrossFit Alive","3 / 9 Kohl Street, Upper Coomera, QLD, 4209, Australia","(043) 123-3222","http://crossfitalive.com.au/","-27.8528","153.3041","false"
"225","CrossFit Maui","300 Ma'alaea Rd., Ma'alaea, HI, 96793, United States","(808) 633-1765","http://www.crossfitmaui.com/","20.8827","-156.4517","false"
"227","CrossFit Surge","10621 Irma Dr, Unit C, Denver, CO, 80233, United States","(303) 907-3682","http://www.crossfitsurge.com","39.8905","-104.9646","false"
"228","CrossFit Gig Harbor","6521 43rd Ave NW, Suite ""A"", Gig Harbor, WA, 98335, United States","(253) 858-5432","http://www.crossfitgigharbor.com/","47.3158","-122.5951","false"
"230","CrossFit Shoalhaven","5 Investigator St., South Nowra, NSW, 2541, Australia","+61 244215265","http://www.crossfitshoalhaven.com","-34.9092","150.5851","true"
"231","CrossFit SAC","4755 Auburn Boulevard, Suite C, Sacramento, CA, 95842, United States","(530) 559-2283","http://www.crossfitsac.com","38.6553","-121.353","true"
"232","CrossFit eo","Weltenburger Str. 6, Munich, Bavaria, 81677, Germany","0049-89-45667845","http://crossfit-eo.de/","48.1411","11.6271","false"
"233","Lahaina CrossFit","219 Kupuohi #101, Lahaina, HI, 96761, United States","(309) 242-3478","http://www.lahainacrossfit.com/","20.8846","-156.6752","true"
"235","Geaux CrossFit","3854 American Way, Baton Rouge, LA, 70816, United States","(225) 293-9220","http://geauxcrossfit.com","30.4176","-91.0535","false"
"237","Project Fitness CrossFit","921 W. Mary St, Garden City, KS, 67846, United States","(620) 640-5732","http://www.projectfitness.org","37.9889","-100.8819","true"
"238","CrossFit On The Road","84 Beertsestraat, Halle, Vlaams Brabant, 1500, Belgium","+32 472 76 53 54","false","50.7147","4.3991","false"
"239","CrossFit Stony Brook","7 Flowerfield, Suite 42, St. James, NY, 11780, United States","(631) 572-8255","http://www.crossfitstonybrook.com","40.9264","-73.1193","true"
"240","null",", null, , , null","null","false","32.7196","-97.6127","true"
"241","CrossFit Mt. Hood","335 NE 8th St, Gresham, OR, 97030, United States","(503) 491-5100","http://crossfitmthood.com/","45.5034","-122.4275","true"
"243","CrossFit Fresno","66 E. Escalon, Suite #107, Fresno, CA, 93710, United States","(559) 492-0432","http://www.crossfitfresno.com","36.8269","-119.7889","false"
"244","CrossFit Crux","118 Sandiford Drive
Unit 2, Stouffville, ON, L4A 7X5, Canada","(416) 662-1637","http://www.crossfitcrux.com","43.9636","-79.2697","true"
"246","null",", null, , , null","null","false","29.4126","-98.4999","true"
"247","CrossFit Rebels","2077 Sunnydale Blvd, Clearwater, FL, 33765, United States","(727) 253-4971","http://www.crossfitrebels.com","27.9869","-82.7508","true"
"248","CrossFit 42 South","2-4 Patrick St, Hobart, TAS, 7000, Australia","(041) 211-0308","http://www.crossfit42s.com.au","-42.8765","147.3254","false"
"249","Capital City CrossFit","1615 W. Jefferson, #A, Springfield, IL, 62702, United States","(217) 341-9173","http://www.c3crossfit.com","39.8084","-89.6832","false"
"250","null",", null, , , null","null","false","-31.9726","115.7873","true"
"251","CrossFit 2920","9421 FM 2920, Suite 10B, Tomball, TX, 77375, United States","(281) 627-4302","http://www.crossfitvictorious.com/","30.0846","-95.5707","true"
"252","Natural Selection CrossFit","309 N. Belfair Ct, Kennewick, WA, 99336, United States","(509) 845-9796","http://www.nscrossfit.com/","46.2064","-119.2214","true"
"253","Unit 22 CrossFit Northampton","Rothersthorpe Crescent, Northampton, England, NN4 8JD, United Kingdom","447866634279","http://unit-22.com/Crossfit/","52.2273","-0.9101","true"
"254","In Shape CrossFit","calle flerida nolasco #3 arroyo hondo, Santo Domingo, Distrito Nacional, , Dominican Republic","(809) 566-2889","http://www.inshapecrossfit.com/","18.4879","-69.936","false"
"255","null",", null, , , null","null","false","-40.9056","174.9982","true"
"259","Outpost CrossFit","83 Ambrogio Dr. Unit K, Gurnee, IL, 60031, United States","(847) 744-0112","http://www.outpostcrossfit.com","42.3614","-87.8982","false"
"261","CrossFit 425","1690 132nd Pl NE, Bellevue, WA, 98005, United States","(425) 885-4466","http://www.crossfit425.com/","47.6249","-122.167","false"
"262","CrossFit Tsawwassen","1212C 56th Street, Delta, BC, V4l2A4, Canada","(604) 782-6764","false","49.2758","-123.1323","false"
"263","Evansville CrossFit","1230 Heinlein Road, Evansville, IN, 47725, United States","(812) 205-0131","http://evansvillecrossfit.com","38.0542","-87.5396","true"
"265","Cascade CrossFit","8126 304th Avenue SE, Issaquah, WA, 98027, United States","(425) 941-0394","http://www.cascadecrossfit.com","47.5275","-121.9352","false"
"268","CrossFit Broadbeach","Unit 1, 42 Olympic Circuit, Southport, QLD, 4215, Australia","(041) 317-2643","http://www.crossfitbroadbeach.com.au","-27.9637","153.4151","true"
"269","CrossFit Roar","3-80 Webster Road, Stafford, Brisbane, QLD, 4053, Australia","(043) 711-7187","http://crossfitroar.com/","-27.415","153.0158","false"
"270","Black Hills CrossFit","1420 Deadwood Ave N, Rapid City, SD, 57702, United States","(605) 718-7558","http://www.blackhillscrossfit.com/","44.1405","-103.272","true"
"271","CrossFit Rife","5741 Bayside Drive Suite 101, Virginia Beach, VA, 23455, United States","(757) 227-6757","http://www.crossfitrife.com/","36.8985","-76.1856","true"
"274","CrossFit BarDown","82 Kingswood Drive, Hammonds Plains, NS, B4B 1K4, Canada","(902) 452-6328","false","44.7231","-63.7072","false"
"276","Green Mountain CrossFit","654 Granger Road, Suite 4, Berlin, VT, 05641, United States","(802) 229-4131","http://www.theconfluencevt.org/crossfit","44.2157","-72.5592","true"
"279","CrossFit Chatsworth","9144 Jordan Avenue, Chatsworth, CA, 91311, United States","(818) 357-5547","http://www.crossfitchatsworth.com","34.2368","-118.6039","false"
"281","null",", null, , , null","null","false","41.0679","-81.5697","true"
"282","CrossFit Impact","1880-1882 Johns Drive, Gleview, IL, 60025, United States","(847) 858-2807","http://www.impactcrossfit.com/","42.0898","-87.81","false"
"284","CrossFit Flemington","6 Kings Court, Flemington, NJ, 08822, United States","(908) 451-3504","http://www.nragedcrossfit.com/","40.5094","-74.8428","true"
"285","CrossFit Fort Wayne","829 Lawrence Dr, #2, Fort Wayne, IN, 46804, United States","(260) 444-5722","http://www.crossfitfortwayne.com","41.0781","-85.2064","true"
"287","Flux CrossFit","3424 13th Avenue, Regina, SK, SK S4T 1P7, Canada","(306) 206-3859","http://www.fluxregina.ca/flux/home.html","50.4456","-104.6305","false"
